             w0  7.49160e+03  1.01083e+04
          Mnuw0  3.07472e+03  4.06291e+03
          Omkw0  3.98442e+03  5.54797e+03
           w0wa  1.68734e+03  2.26413e+03
          w0Gam  3.09954e+03  4.33594e+03
       MnuOmkw0  1.95284e+03  2.66362e+03
        Mnuw0wa  9.15113e+02  1.20870e+03
       Mnuw0Gam  1.58770e+03  2.17105e+03
        Omkw0wa  1.17000e+03  1.61252e+03
       Omkw0Gam  1.99078e+03  2.83222e+03
        w0waGam  9.39170e+02  1.29634e+03
     MnuOmkw0wa  6.97775e+02  9.50231e+02
    MnuOmkw0Gam  1.14082e+03  1.58895e+03
     Mnuw0waGam  5.81846e+02  7.89115e+02
     Omkw0waGam  7.23510e+02  1.01469e+03
  MnuOmkw0waGam  4.76748e+02  6.59187e+02
