             w0  1.40989e+03  1.89275e+03
          Mnuw0  4.41817e+02  6.00737e+02
          w0Gam  7.75039e+02  1.18348e+03
       Mnuw0Gam  2.85994e+02  4.35950e+02
          Omkw0  5.12558e+02  7.40637e+02
       MnuOmkw0  1.79883e+02  2.63254e+02
       Omkw0Gam  3.68669e+02  5.39278e+02
    MnuOmkw0Gam  1.32666e+02  1.95760e+02
           w0wa  5.35585e+02  7.34497e+02
        Mnuw0wa  1.88406e+02  2.57707e+02
        w0waGam  3.59786e+02  5.11451e+02
     Mnuw0waGam  1.33373e+02  1.90504e+02
        Omkw0wa  3.77591e+02  5.11045e+02
     MnuOmkw0wa  1.34301e+02  1.85386e+02
     Omkw0waGam  2.89248e+02  3.97027e+02
  MnuOmkw0waGam  1.04110e+02  1.44451e+02
