           w0wa  1.37726e+00  1.68096e+00
        Mnuw0wa  1.24266e+00  1.54847e+00
        w0waGam  4.29527e-01  5.89174e-01
     Mnuw0waGam  3.69437e-01  5.09901e-01
        Omkw0wa  6.40185e-01  8.13096e-01
     MnuOmkw0wa  5.72167e-01  7.56665e-01
     Omkw0waGam  3.79017e-01  5.35868e-01
  MnuOmkw0waGam  3.34567e-01  4.77834e-01
