             w0  4.18675e+03  5.05572e+03
          Mnuw0  1.60022e+03  1.90757e+03
          Omkw0  2.34908e+03  2.89627e+03
           w0wa  9.53609e+02  1.14811e+03
          w0Gam  1.78844e+03  2.20773e+03
       MnuOmkw0  1.06749e+03  1.29990e+03
        Mnuw0wa  4.84545e+02  5.77993e+02
       Mnuw0Gam  8.57315e+02  1.04360e+03
        Omkw0wa  6.91586e+02  8.48685e+02
       Omkw0Gam  1.19729e+03  1.50276e+03
        w0waGam  5.44893e+02  6.66728e+02
     MnuOmkw0wa  3.83369e+02  4.68293e+02
    MnuOmkw0Gam  6.40041e+02  7.92908e+02
     Mnuw0waGam  3.17583e+02  3.84557e+02
     Omkw0waGam  4.35092e+02  5.41045e+02
  MnuOmkw0waGam  2.67977e+02  3.30990e+02
