             w0  2.41038e+05  2.42910e+05
          Mnuw0  9.12723e+04  9.22632e+04
          Omkw0  1.97349e+05  2.00690e+05
           w0wa  6.12055e+04  6.36069e+04
          w0Gam  8.62957e+04  8.68900e+04
       MnuOmkw0  8.62974e+04  8.79814e+04
        Mnuw0wa  3.04156e+04  3.15109e+04
       Mnuw0Gam  4.07717e+04  4.12151e+04
        Omkw0wa  6.07215e+04  6.30772e+04
       Omkw0Gam  7.43473e+04  7.62587e+04
        w0waGam  2.94490e+04  3.04922e+04
     MnuOmkw0wa  3.24383e+04  3.35878e+04
    MnuOmkw0Gam  3.83074e+04  3.93270e+04
     Mnuw0waGam  1.67892e+04  1.73453e+04
     Omkw0waGam  2.82017e+04  2.93090e+04
  MnuOmkw0waGam  1.70131e+04  1.76579e+04
