             w0  1.15110e+04  1.22831e+04
          Mnuw0  5.61262e+03  6.00484e+03
          w0Gam  6.48933e+03  7.05926e+03
       Mnuw0Gam  3.88782e+03  4.23193e+03
          Omkw0  4.52002e+03  4.88954e+03
       MnuOmkw0  2.83440e+03  3.05857e+03
       Omkw0Gam  3.35762e+03  3.66615e+03
    MnuOmkw0Gam  2.12625e+03  2.32096e+03
           w0wa  4.40477e+03  4.69899e+03
        Mnuw0wa  2.64671e+03  2.80851e+03
        w0waGam  3.05871e+03  3.29071e+03
     Mnuw0waGam  1.90223e+03  2.04456e+03
        Omkw0wa  3.34042e+03  3.57754e+03
     MnuOmkw0wa  2.02870e+03  2.17444e+03
     Omkw0waGam  2.60444e+03  2.82242e+03
  MnuOmkw0waGam  1.59342e+03  1.72984e+03
