             w0  1.15110e+04  1.17112e+04
          Mnuw0  5.61262e+03  5.71413e+03
          w0Gam  6.48933e+03  6.63533e+03
       Mnuw0Gam  3.88782e+03  3.97601e+03
          Omkw0  4.52002e+03  4.61559e+03
       MnuOmkw0  2.83440e+03  2.89255e+03
       Omkw0Gam  3.35762e+03  3.43763e+03
    MnuOmkw0Gam  2.12625e+03  2.17677e+03
           w0wa  4.40477e+03  4.48102e+03
        Mnuw0wa  2.64671e+03  2.68886e+03
        w0waGam  3.05871e+03  3.11875e+03
     Mnuw0waGam  1.90223e+03  1.93910e+03
        Omkw0wa  3.34042e+03  3.40220e+03
     MnuOmkw0wa  2.02870e+03  2.06668e+03
     Omkw0waGam  2.60444e+03  2.66148e+03
  MnuOmkw0waGam  1.59342e+03  1.62915e+03
