             w0  3.71713e+04  3.83584e+04
          Mnuw0  1.55842e+04  1.60302e+04
          Omkw0  1.78050e+04  1.83899e+04
           w0wa  7.47774e+03  7.70363e+03
          w0Gam  1.32157e+04  1.37265e+04
       MnuOmkw0  8.92223e+03  9.19212e+03
        Mnuw0wa  4.03203e+03  4.14628e+03
       Mnuw0Gam  7.02676e+03  7.27213e+03
        Omkw0wa  4.76761e+03  4.91299e+03
       Omkw0Gam  7.86866e+03  8.18591e+03
        w0waGam  3.65873e+03  3.78642e+03
     MnuOmkw0wa  2.85382e+03  2.93915e+03
    MnuOmkw0Gam  4.66184e+03  4.83529e+03
     Mnuw0waGam  2.26507e+03  2.33744e+03
     Omkw0waGam  2.63584e+03  2.73253e+03
  MnuOmkw0waGam  1.75307e+03  1.81312e+03
