           w0wa  7.94809e+01  1.14533e+02
        Mnuw0wa  3.03084e+01  4.39195e+01
        w0waGam  7.58687e+01  1.10662e+02
     Mnuw0waGam  2.59101e+01  3.81689e+01
        Omkw0wa  1.87751e+01  2.76987e+01
     MnuOmkw0wa  1.64044e+01  2.33501e+01
     Omkw0waGam  1.16464e+01  1.80705e+01
  MnuOmkw0waGam  8.28261e+00  1.30473e+01
