             w0  3.71713e+04  3.88528e+04
          Mnuw0  1.55842e+04  1.62160e+04
          Omkw0  1.78050e+04  1.86349e+04
           w0wa  7.47774e+03  7.79812e+03
          w0Gam  1.32157e+04  1.39405e+04
       MnuOmkw0  8.92223e+03  9.30526e+03
        Mnuw0wa  4.03203e+03  4.19414e+03
       Mnuw0Gam  7.02676e+03  7.37483e+03
        Omkw0wa  4.76761e+03  4.97396e+03
       Omkw0Gam  7.86866e+03  8.31831e+03
        w0waGam  3.65873e+03  3.83984e+03
     MnuOmkw0wa  2.85382e+03  2.97499e+03
    MnuOmkw0Gam  4.66184e+03  4.90759e+03
     Mnuw0waGam  2.26507e+03  2.36772e+03
     Omkw0waGam  2.63584e+03  2.77285e+03
  MnuOmkw0waGam  1.75307e+03  1.83814e+03
