             w0  2.41038e+05  2.42518e+05
          Mnuw0  9.12723e+04  9.20563e+04
          Omkw0  1.97349e+05  1.99998e+05
           w0wa  6.12055e+04  6.31316e+04
          w0Gam  8.62957e+04  8.67653e+04
       MnuOmkw0  8.62974e+04  8.76342e+04
        Mnuw0wa  3.04156e+04  3.12941e+04
       Mnuw0Gam  4.07717e+04  4.11225e+04
        Omkw0wa  6.07215e+04  6.26123e+04
       Omkw0Gam  7.43473e+04  7.58723e+04
        w0waGam  2.94490e+04  3.02864e+04
     MnuOmkw0wa  3.24383e+04  3.33609e+04
    MnuOmkw0Gam  3.83074e+04  3.91199e+04
     Mnuw0waGam  1.67892e+04  1.72353e+04
     Omkw0waGam  2.82017e+04  2.90891e+04
  MnuOmkw0waGam  1.70131e+04  1.75297e+04
