             w0  3.71713e+04  3.75275e+04
          Mnuw0  1.55842e+04  1.57180e+04
          Omkw0  1.78050e+04  1.79800e+04
           w0wa  7.47774e+03  7.54537e+03
          w0Gam  1.32157e+04  1.33686e+04
       MnuOmkw0  8.92223e+03  9.00294e+03
        Mnuw0wa  4.03203e+03  4.06621e+03
       Mnuw0Gam  7.02676e+03  7.10020e+03
        Omkw0wa  4.76761e+03  4.81108e+03
       Omkw0Gam  7.86866e+03  7.96373e+03
        w0waGam  3.65874e+03  3.69696e+03
     MnuOmkw0wa  2.85382e+03  2.87931e+03
    MnuOmkw0Gam  4.66184e+03  4.71386e+03
     Mnuw0waGam  2.26507e+03  2.28674e+03
     Omkw0waGam  2.63584e+03  2.66483e+03
  MnuOmkw0waGam  1.75307e+03  1.77108e+03
