             w0  1.93192e+04  2.18697e+04
          Mnuw0  8.01705e+03  9.09712e+03
          w0Gam  9.71457e+03  1.16504e+04
       Mnuw0Gam  4.79651e+03  5.75370e+03
          Omkw0  6.53682e+03  7.55409e+03
       MnuOmkw0  3.15962e+03  3.64672e+03
       Omkw0Gam  4.56886e+03  5.45984e+03
    MnuOmkw0Gam  2.23027e+03  2.67364e+03
           w0wa  5.47282e+03  6.28374e+03
        Mnuw0wa  2.48165e+03  2.84815e+03
        w0waGam  3.40422e+03  3.92989e+03
     Mnuw0waGam  1.52959e+03  1.76936e+03
        Omkw0wa  4.09201e+03  4.55764e+03
     MnuOmkw0wa  1.81857e+03  2.07692e+03
     Omkw0waGam  2.99241e+03  3.43957e+03
  MnuOmkw0waGam  1.30225e+03  1.51210e+03
