             w0  6.92776e+04  7.10526e+04
          Mnuw0  2.49141e+04  2.58374e+04
          Omkw0  5.54167e+04  5.74093e+04
           w0wa  1.49020e+04  1.70449e+04
          w0Gam  2.41412e+04  2.46997e+04
       MnuOmkw0  2.32722e+04  2.43127e+04
        Mnuw0wa  7.33014e+03  8.30062e+03
       Mnuw0Gam  1.10342e+04  1.14280e+04
        Omkw0wa  1.48198e+04  1.69072e+04
       Omkw0Gam  2.02681e+04  2.12895e+04
        w0waGam  7.15514e+03  8.07315e+03
     MnuOmkw0wa  7.88219e+03  8.92069e+03
    MnuOmkw0Gam  9.76028e+03  1.05164e+04
     Mnuw0waGam  4.06831e+03  4.56012e+03
     Omkw0waGam  7.01102e+03  8.00000e+03
  MnuOmkw0waGam  4.01375e+03  4.63670e+03
