             w0  3.71713e+04  4.07362e+04
          Mnuw0  1.55842e+04  1.69238e+04
          Omkw0  1.78050e+04  1.95763e+04
           w0wa  7.47774e+03  8.16029e+03
          w0Gam  1.32157e+04  1.47617e+04
       MnuOmkw0  8.92223e+03  9.74012e+03
        Mnuw0wa  4.03203e+03  4.37785e+03
       Mnuw0Gam  7.02676e+03  7.76856e+03
        Omkw0wa  4.76761e+03  5.20851e+03
       Omkw0Gam  7.86866e+03  8.82373e+03
        w0waGam  3.65874e+03  4.04457e+03
     MnuOmkw0wa  2.85382e+03  3.11300e+03
    MnuOmkw0Gam  4.66184e+03  5.18309e+03
     Mnuw0waGam  2.26507e+03  2.48375e+03
     Omkw0waGam  2.63584e+03  2.92661e+03
  MnuOmkw0waGam  1.75307e+03  1.93342e+03
