             w0  7.92614e+03  9.82552e+03
          Mnuw0  3.92956e+03  4.91584e+03
          w0Gam  4.51201e+03  5.98024e+03
       Mnuw0Gam  2.79514e+03  3.70253e+03
          Omkw0  3.20564e+03  4.14787e+03
       MnuOmkw0  2.02412e+03  2.59841e+03
       Omkw0Gam  2.39368e+03  3.17736e+03
    MnuOmkw0Gam  1.53880e+03  2.04599e+03
           w0wa  3.08849e+03  3.82160e+03
        Mnuw0wa  1.85438e+03  2.25611e+03
        w0waGam  2.15707e+03  2.73644e+03
     Mnuw0waGam  1.35960e+03  1.72295e+03
        Omkw0wa  2.37489e+03  2.96792e+03
     MnuOmkw0wa  1.43196e+03  1.80530e+03
     Omkw0waGam  1.85376e+03  2.38969e+03
  MnuOmkw0waGam  1.13300e+03  1.47660e+03
