             w0  2.41038e+05  2.42067e+05
          Mnuw0  9.12723e+04  9.18176e+04
          Omkw0  1.97349e+05  1.99196e+05
           w0wa  6.12055e+04  6.25674e+04
          w0Gam  8.62957e+04  8.66219e+04
       MnuOmkw0  8.62974e+04  8.72308e+04
        Mnuw0wa  3.04156e+04  3.10367e+04
       Mnuw0Gam  4.07717e+04  4.10157e+04
        Omkw0wa  6.07215e+04  6.20597e+04
       Omkw0Gam  7.43473e+04  7.54185e+04
        w0waGam  2.94490e+04  3.00417e+04
     MnuOmkw0wa  3.24383e+04  3.30912e+04
    MnuOmkw0Gam  3.83074e+04  3.88773e+04
     Mnuw0waGam  1.67892e+04  1.71047e+04
     Omkw0waGam  2.82017e+04  2.88285e+04
  MnuOmkw0waGam  1.70131e+04  1.73779e+04
