             w0  3.71713e+04  4.06776e+04
          Mnuw0  1.55842e+04  1.69022e+04
          Omkw0  1.78050e+04  1.95568e+04
           w0wa  7.47774e+03  8.14983e+03
          w0Gam  1.32157e+04  1.47474e+04
       MnuOmkw0  8.92223e+03  9.73152e+03
        Mnuw0wa  4.03203e+03  4.37281e+03
       Mnuw0Gam  7.02676e+03  7.76171e+03
        Omkw0wa  4.76761e+03  5.20379e+03
       Omkw0Gam  7.86866e+03  8.81830e+03
        w0waGam  3.65873e+03  4.04082e+03
     MnuOmkw0wa  2.85382e+03  3.11046e+03
    MnuOmkw0Gam  4.66184e+03  5.18017e+03
     Mnuw0waGam  2.26507e+03  2.48164e+03
     Omkw0waGam  2.63584e+03  2.92493e+03
  MnuOmkw0waGam  1.75307e+03  1.93234e+03
