             w0  1.62903e+05  1.64775e+05
          Mnuw0  6.23903e+04  6.34885e+04
          Omkw0  1.30993e+05  1.34467e+05
           w0wa  4.04376e+04  4.32000e+04
          w0Gam  5.59928e+04  5.65693e+04
       MnuOmkw0  5.81189e+04  5.98316e+04
        Mnuw0wa  2.03879e+04  2.16552e+04
       Mnuw0Gam  2.69735e+04  2.74483e+04
        Omkw0wa  3.96712e+04  4.23377e+04
       Omkw0Gam  4.83203e+04  5.02029e+04
        w0waGam  1.88500e+04  2.00017e+04
     MnuOmkw0wa  2.16274e+04  2.29619e+04
    MnuOmkw0Gam  2.47621e+04  2.58682e+04
     Mnuw0waGam  1.09554e+04  1.15774e+04
     Omkw0waGam  1.83665e+04  1.96029e+04
  MnuOmkw0waGam  1.10404e+04  1.18067e+04
