             w0  9.38855e+04  9.69785e+04
          Mnuw0  6.65738e+04  6.99831e+04
          w0Gam  7.46747e+04  7.71436e+04
       Mnuw0Gam  6.17635e+04  6.49109e+04
          Omkw0  5.70629e+04  5.93881e+04
       MnuOmkw0  4.35771e+04  4.58258e+04
       Omkw0Gam  3.81781e+04  4.07707e+04
    MnuOmkw0Gam  3.29109e+04  3.58437e+04
           w0wa  6.30748e+04  7.24124e+04
        Mnuw0wa  5.47717e+04  6.12383e+04
        w0waGam  6.10507e+04  6.76717e+04
     Mnuw0waGam  5.29090e+04  5.83011e+04
        Omkw0wa  3.93249e+04  4.52950e+04
     MnuOmkw0wa  3.60081e+04  4.03990e+04
     Omkw0waGam  3.16383e+04  3.59060e+04
  MnuOmkw0waGam  2.81223e+04  3.22565e+04
